date,service,region,cost,instances,cpu_utilization
4/29/2026,S3,us-east-1,24,0,0
4/29/2026,S3,eu-west-1,11,0,0
4/30/2026,EC2,ap-south-1,89,3,46
4/30/2026,EC2,us-east-1,142,5,26
4/30/2026,EC2,eu-west-1,150,7,29
4/30/2026,RDS,ap-south-1,104,4,37
4/30/2026,RDS,us-east-1,186,5,39
4/30/2026,RDS,eu-west-1,130,3,42
4/30/2026,S3,ap-south-1,15,0,0
4/30/2026,S3,us-east-1,36,0,0
4/30/2026,S3,eu-west-1,16,0,0
5/1/2026,EC2,ap-south-1,579,7,21
5/1/2026,EC2,us-east-1,178,8,76
5/1/2026,EC2,eu-west-1,84,10,83
5/1/2026,RDS,ap-south-1,88,5,15
5/1/2026,RDS,us-east-1,119,1,65
5/1/2026,RDS,eu-west-1,166,3,60
5/1/2026,S3,ap-south-1,29,0,0
5/1/2026,S3,us-east-1,23,0,0
5/1/2026,S3,eu-west-1,22,0,0
5/2/2026,EC2,ap-south-1,147,8,75
5/2/2026,EC2,us-east-1,129,7,85
5/2/2026,EC2,eu-west-1,97,10,54
5/2/2026,RDS,ap-south-1,170,3,55
5/2/2026,RDS,us-east-1,76,5,48
5/2/2026,RDS,eu-west-1,101,5,47
5/2/2026,S3,ap-south-1,28,0,0
5/2/2026,S3,us-east-1,47,0,0
5/2/2026,S3,eu-west-1,21,0,0
5/3/2026,EC2,ap-south-1,168,7,78
5/3/2026,EC2,us-east-1,184,8,26
5/3/2026,EC2,eu-west-1,147,5,35
5/3/2026,RDS,ap-south-1,119,4,20
5/3/2026,RDS,us-east-1,137,1,52
5/3/2026,RDS,eu-west-1,173,1,30
5/3/2026,S3,ap-south-1,40,0,0
5/3/2026,S3,us-east-1,12,0,0
5/3/2026,S3,eu-west-1,36,0,0
5/4/2026,EC2,ap-south-1,131,4,50
5/4/2026,EC2,us-east-1,90,4,69
5/4/2026,EC2,eu-west-1,125,8,50
5/4/2026,RDS,ap-south-1,184,5,33
5/4/2026,RDS,us-east-1,97,1,42
5/4/2026,RDS,eu-west-1,177,4,18
5/4/2026,S3,ap-south-1,46,0,0
5/4/2026,S3,us-east-1,11,0,0
5/4/2026,S3,eu-west-1,49,0,0
5/5/2026,EC2,ap-south-1,181,2,45
5/5/2026,EC2,us-east-1,123,3,32
5/5/2026,EC2,eu-west-1,94,2,30
5/5/2026,RDS,ap-south-1,179,1,34
5/5/2026,RDS,us-east-1,162,4,28
5/5/2026,RDS,eu-west-1,166,5,29
5/5/2026,S3,ap-south-1,17,0,0
5/5/2026,S3,us-east-1,38,0,0
5/5/2026,S3,eu-west-1,32,0,0
5/6/2026,EC2,ap-south-1,570,3,28
5/6/2026,EC2,us-east-1,124,4,48
5/6/2026,EC2,eu-west-1,169,6,64
5/6/2026,RDS,ap-south-1,179,4,32
5/6/2026,RDS,us-east-1,84,1,51
5/6/2026,RDS,eu-west-1,156,5,30
5/6/2026,S3,ap-south-1,21,0,0
5/6/2026,S3,us-east-1,50,0,0
5/6/2026,S3,eu-west-1,14,0,0
5/7/2026,EC2,ap-south-1,198,8,53
5/7/2026,EC2,us-east-1,96,6,55
5/7/2026,EC2,eu-west-1,159,8,22
5/7/2026,RDS,ap-south-1,120,4,64
5/7/2026,RDS,us-east-1,73,1,36
5/7/2026,RDS,eu-west-1,92,4,68
5/7/2026,S3,ap-south-1,13,0,0
5/7/2026,S3,us-east-1,23,0,0
5/7/2026,S3,eu-west-1,34,0,0
5/8/2026,EC2,ap-south-1,195,10,67
5/8/2026,EC2,us-east-1,155,5,34
5/8/2026,EC2,eu-west-1,113,7,85
5/8/2026,RDS,ap-south-1,171,3,17
5/8/2026,RDS,us-east-1,191,3,33
5/8/2026,RDS,eu-west-1,166,5,38
5/8/2026,S3,ap-south-1,17,0,0
5/8/2026,S3,us-east-1,17,0,0
5/8/2026,S3,eu-west-1,27,0,0
5/9/2026,EC2,ap-south-1,173,7,60
5/9/2026,EC2,us-east-1,200,4,71
5/9/2026,EC2,eu-west-1,142,8,61
5/9/2026,RDS,ap-south-1,198,3,18
5/9/2026,RDS,us-east-1,97,1,27
5/9/2026,RDS,eu-west-1,148,2,66
5/9/2026,S3,ap-south-1,38,0,0
5/9/2026,S3,us-east-1,15,0,0
5/9/2026,S3,eu-west-1,16,0,0
5/10/2026,EC2,ap-south-1,163,5,59
5/10/2026,EC2,us-east-1,90,6,31
5/10/2026,EC2,eu-west-1,196,5,81
5/10/2026,RDS,ap-south-1,172,4,65
5/10/2026,RDS,us-east-1,135,4,18
5/10/2026,RDS,eu-west-1,80,5,21
5/10/2026,S3,ap-south-1,35,0,0
5/10/2026,S3,us-east-1,40,0,0
5/10/2026,S3,eu-west-1,42,0,0
5/11/2026,EC2,ap-south-1,97,2,48
5/11/2026,EC2,us-east-1,138,9,27
5/11/2026,EC2,eu-west-1,158,9,31
5/11/2026,RDS,ap-south-1,89,4,43
5/11/2026,RDS,us-east-1,138,5,62
5/11/2026,RDS,eu-west-1,157,2,44
5/11/2026,S3,ap-south-1,10,0,0
5/11/2026,S3,us-east-1,34,0,0
5/11/2026,S3,eu-west-1,40,0,0
5/12/2026,EC2,ap-south-1,154,4,78
5/12/2026,EC2,us-east-1,82,2,39
5/12/2026,EC2,eu-west-1,160,2,80
5/12/2026,RDS,ap-south-1,69,5,16
5/12/2026,RDS,us-east-1,95,1,42
5/12/2026,RDS,eu-west-1,154,2,39
5/12/2026,S3,ap-south-1,22,0,0
5/12/2026,S3,us-east-1,38,0,0
5/12/2026,S3,eu-west-1,23,0,0
5/13/2026,EC2,ap-south-1,198,4,80
5/13/2026,EC2,us-east-1,133,9,33
5/13/2026,EC2,eu-west-1,100,8,82
5/13/2026,RDS,ap-south-1,179,1,68
5/13/2026,RDS,us-east-1,85,2,65
5/13/2026,RDS,eu-west-1,135,4,53
5/13/2026,S3,ap-south-1,35,0,0
5/13/2026,S3,us-east-1,29,0,0
5/13/2026,S3,eu-west-1,17,0,0
5/14/2026,EC2,ap-south-1,156,10,44
5/14/2026,EC2,us-east-1,97,5,37
5/14/2026,EC2,eu-west-1,166,9,72
5/14/2026,RDS,ap-south-1,93,4,25
5/14/2026,RDS,us-east-1,133,2,39
5/14/2026,RDS,eu-west-1,65,1,16
5/14/2026,S3,ap-south-1,39,0,0
5/14/2026,S3,us-east-1,31,0,0
5/14/2026,S3,eu-west-1,35,0,0
5/15/2026,EC2,ap-south-1,108,10,49
5/15/2026,EC2,us-east-1,88,6,68
5/15/2026,EC2,eu-west-1,143,9,74
5/15/2026,RDS,ap-south-1,105,5,15
5/15/2026,RDS,us-east-1,141,2,33
5/15/2026,RDS,eu-west-1,153,4,25
5/15/2026,S3,ap-south-1,47,0,0
5/15/2026,S3,us-east-1,32,0,0
5/15/2026,S3,eu-west-1,46,0,0
5/16/2026,EC2,ap-south-1,525,6,32
5/16/2026,EC2,us-east-1,161,9,68
5/16/2026,EC2,eu-west-1,147,2,22
5/16/2026,RDS,ap-south-1,95,1,42
5/16/2026,RDS,us-east-1,100,1,19
5/16/2026,RDS,eu-west-1,88,1,51
5/16/2026,S3,ap-south-1,34,0,0
5/16/2026,S3,us-east-1,36,0,0
5/16/2026,S3,eu-west-1,13,0,0
5/17/2026,EC2,ap-south-1,172,2,54
5/17/2026,EC2,us-east-1,117,3,57
5/17/2026,EC2,eu-west-1,132,7,44
5/17/2026,RDS,ap-south-1,191,2,60
5/17/2026,RDS,us-east-1,193,4,16
5/17/2026,RDS,eu-west-1,111,5,69
5/17/2026,S3,ap-south-1,49,0,0
5/17/2026,S3,us-east-1,37,0,0
5/17/2026,S3,eu-west-1,30,0,0
5/18/2026,EC2,ap-south-1,93,7,37
5/18/2026,EC2,us-east-1,200,4,77
5/18/2026,EC2,eu-west-1,189,9,58
5/18/2026,RDS,ap-south-1,196,1,36
5/18/2026,RDS,us-east-1,152,3,46
5/18/2026,RDS,eu-west-1,194,5,42
5/18/2026,S3,ap-south-1,41,0,0
5/18/2026,S3,us-east-1,40,0,0
5/18/2026,S3,eu-west-1,21,0,0
5/19/2026,EC2,ap-south-1,80,3,39
5/19/2026,EC2,us-east-1,146,7,55
5/19/2026,EC2,eu-west-1,134,3,22
5/19/2026,RDS,ap-south-1,187,3,50
5/19/2026,RDS,us-east-1,61,2,20
5/19/2026,RDS,eu-west-1,151,3,69
5/19/2026,S3,ap-south-1,36,0,0
5/19/2026,S3,us-east-1,17,0,0
5/19/2026,S3,eu-west-1,34,0,0
5/20/2026,EC2,ap-south-1,188,10,52
5/20/2026,EC2,us-east-1,116,5,31
5/20/2026,EC2,eu-west-1,193,6,58
5/20/2026,RDS,ap-south-1,170,4,23
5/20/2026,RDS,us-east-1,111,1,49
5/20/2026,RDS,eu-west-1,138,5,46
5/20/2026,S3,ap-south-1,21,0,0
5/20/2026,S3,us-east-1,45,0,0
5/20/2026,S3,eu-west-1,49,0,0
5/21/2026,EC2,ap-south-1,104,8,25
5/21/2026,EC2,us-east-1,194,5,48
5/21/2026,EC2,eu-west-1,110,7,55
5/21/2026,RDS,ap-south-1,73,1,15
5/21/2026,RDS,us-east-1,197,1,62
5/21/2026,RDS,eu-west-1,178,4,23
5/21/2026,S3,ap-south-1,10,0,0
5/21/2026,S3,us-east-1,23,0,0
5/21/2026,S3,eu-west-1,38,0,0
5/22/2026,EC2,ap-south-1,144,6,36
5/22/2026,EC2,us-east-1,130,8,74
5/22/2026,EC2,eu-west-1,117,6,34
5/22/2026,RDS,ap-south-1,98,3,15
5/22/2026,RDS,us-east-1,154,3,51
5/22/2026,RDS,eu-west-1,186,3,15
5/22/2026,S3,ap-south-1,37,0,0
5/22/2026,S3,us-east-1,42,0,0
5/22/2026,S3,eu-west-1,27,0,0
5/23/2026,EC2,ap-south-1,122,8,37
5/23/2026,EC2,us-east-1,87,6,84
5/23/2026,EC2,eu-west-1,119,2,68
5/23/2026,RDS,ap-south-1,199,3,21
5/23/2026,RDS,us-east-1,75,1,47
5/23/2026,RDS,eu-west-1,132,1,15
5/23/2026,S3,ap-south-1,36,0,0
5/23/2026,S3,us-east-1,33,0,0
5/23/2026,S3,eu-west-1,36,0,0
5/24/2026,EC2,ap-south-1,129,8,41
5/24/2026,EC2,us-east-1,179,5,55
5/24/2026,EC2,eu-west-1,167,9,44
5/24/2026,RDS,ap-south-1,192,5,32
5/24/2026,RDS,us-east-1,92,2,35
5/24/2026,RDS,eu-west-1,106,3,16
5/24/2026,S3,ap-south-1,31,0,0
5/24/2026,S3,us-east-1,18,0,0
5/24/2026,S3,eu-west-1,37,0,0
5/25/2026,EC2,ap-south-1,188,6,78
5/25/2026,EC2,us-east-1,119,3,55
5/25/2026,EC2,eu-west-1,176,10,49
5/25/2026,RDS,ap-south-1,154,3,48
5/25/2026,RDS,us-east-1,157,1,42
5/25/2026,RDS,eu-west-1,98,3,28
5/25/2026,S3,ap-south-1,10,0,0
5/25/2026,S3,us-east-1,50,0,0
5/25/2026,S3,eu-west-1,30,0,0
5/26/2026,EC2,ap-south-1,190,5,76
5/26/2026,EC2,us-east-1,163,4,67
5/26/2026,EC2,eu-west-1,158,5,20
5/26/2026,RDS,ap-south-1,127,5,22
5/26/2026,RDS,us-east-1,198,3,42
5/26/2026,RDS,eu-west-1,116,1,24
5/26/2026,S3,ap-south-1,21,0,0
5/26/2026,S3,us-east-1,33,0,0
5/26/2026,S3,eu-west-1,12,0,0
5/27/2026,EC2,ap-south-1,199,6,21
5/27/2026,EC2,us-east-1,190,9,53
5/27/2026,EC2,eu-west-1,105,7,76
5/27/2026,RDS,ap-south-1,67,5,65
5/27/2026,RDS,us-east-1,189,3,47
5/27/2026,RDS,eu-west-1,60,4,64
5/27/2026,S3,ap-south-1,22,0,0
5/27/2026,S3,us-east-1,39,0,0
5/27/2026,S3,eu-west-1,12,0,0
5/28/2026,EC2,ap-south-1,96,6,39
5/28/2026,EC2,us-east-1,134,4,44
5/28/2026,EC2,eu-west-1,162,6,78
5/28/2026,RDS,ap-south-1,125,4,16
5/28/2026,RDS,us-east-1,64,4,52
5/28/2026,RDS,eu-west-1,157,3,70
5/28/2026,S3,ap-south-1,24,0,0
5/28/2026,S3,us-east-1,37,0,0
5/28/2026,S3,eu-west-1,36,0,0
5/29/2026,EC2,ap-south-1,190,7,61
5/29/2026,EC2,us-east-1,81,10,65
5/29/2026,EC2,eu-west-1,198,2,72
5/29/2026,RDS,ap-south-1,81,5,45
5/29/2026,RDS,us-east-1,156,4,31
5/29/2026,RDS,eu-west-1,170,1,54
5/29/2026,S3,ap-south-1,46,0,0
5/29/2026,S3,us-east-1,36,0,0
5/29/2026,S3,eu-west-1,19,0,0
5/30/2026,EC2,ap-south-1,134,3,45
5/30/2026,EC2,us-east-1,97,9,60
5/30/2026,EC2,eu-west-1,82,8,42
5/30/2026,RDS,ap-south-1,101,1,63
5/30/2026,RDS,us-east-1,122,3,44
5/30/2026,RDS,eu-west-1,88,4,49
5/30/2026,S3,ap-south-1,32,0,0
5/30/2026,S3,us-east-1,42,0,0
5/30/2026,S3,eu-west-1,15,0,0
5/31/2026,EC2,ap-south-1,116,3,74
5/31/2026,EC2,us-east-1,529,6,83
5/31/2026,EC2,eu-west-1,100,2,63
5/31/2026,RDS,ap-south-1,136,2,36
5/31/2026,RDS,us-east-1,173,4,44
5/31/2026,RDS,eu-west-1,185,4,40
5/31/2026,S3,ap-south-1,25,0,0
5/31/2026,S3,us-east-1,38,0,0
5/31/2026,S3,eu-west-1,39,0,0
6/1/2026,EC2,ap-south-1,197,9,56
6/1/2026,EC2,us-east-1,192,3,23
6/1/2026,EC2,eu-west-1,108,9,69
6/1/2026,RDS,ap-south-1,72,1,48
6/1/2026,RDS,us-east-1,158,1,52
6/1/2026,RDS,eu-west-1,177,5,63
6/1/2026,S3,ap-south-1,26,0,0
6/1/2026,S3,us-east-1,20,0,0
6/1/2026,S3,eu-west-1,13,0,0
6/2/2026,EC2,ap-south-1,510,10,54
6/2/2026,EC2,us-east-1,106,10,76
6/2/2026,EC2,eu-west-1,161,6,69
6/2/2026,RDS,ap-south-1,67,3,17
6/2/2026,RDS,us-east-1,97,5,19
6/2/2026,RDS,eu-west-1,133,5,59
6/2/2026,S3,ap-south-1,48,0,0
6/2/2026,S3,us-east-1,21,0,0
6/2/2026,S3,eu-west-1,46,0,0
6/3/2026,EC2,ap-south-1,578,8,65
6/3/2026,EC2,us-east-1,199,7,70
6/3/2026,EC2,eu-west-1,165,9,22
6/3/2026,RDS,ap-south-1,68,5,45
6/3/2026,RDS,us-east-1,111,1,34
6/3/2026,RDS,eu-west-1,175,1,60
6/3/2026,S3,ap-south-1,43,0,0
6/3/2026,S3,us-east-1,50,0,0
6/3/2026,S3,eu-west-1,14,0,0
6/4/2026,EC2,ap-south-1,144,5,69
6/4/2026,EC2,us-east-1,106,7,74
6/4/2026,EC2,eu-west-1,111,8,75
6/4/2026,RDS,ap-south-1,62,5,20
6/4/2026,RDS,us-east-1,78,4,70
6/4/2026,RDS,eu-west-1,106,2,31
6/4/2026,S3,ap-south-1,42,0,0
6/4/2026,S3,us-east-1,46,0,0
6/4/2026,S3,eu-west-1,26,0,0
6/5/2026,EC2,ap-south-1,180,2,45
6/5/2026,EC2,us-east-1,127,7,72
6/5/2026,EC2,eu-west-1,82,3,35
6/5/2026,RDS,ap-south-1,64,3,28
6/5/2026,RDS,us-east-1,146,1,45
6/5/2026,RDS,eu-west-1,195,4,64
6/5/2026,S3,ap-south-1,45,0,0
6/5/2026,S3,us-east-1,45,0,0
6/5/2026,S3,eu-west-1,43,0,0
6/6/2026,EC2,ap-south-1,84,3,77
6/6/2026,EC2,us-east-1,183,6,54
6/6/2026,EC2,eu-west-1,111,6,69
6/6/2026,RDS,ap-south-1,126,5,47
6/6/2026,RDS,us-east-1,147,3,46
6/6/2026,RDS,eu-west-1,118,1,53
6/6/2026,S3,ap-south-1,38,0,0
6/6/2026,S3,us-east-1,36,0,0
6/6/2026,S3,eu-west-1,31,0,0
6/7/2026,EC2,ap-south-1,123,6,44
6/7/2026,EC2,us-east-1,177,7,80
6/7/2026,EC2,eu-west-1,180,4,51
6/7/2026,RDS,ap-south-1,157,2,37
6/7/2026,RDS,us-east-1,95,5,57
6/7/2026,RDS,eu-west-1,92,3,39
6/7/2026,S3,ap-south-1,19,0,0
6/7/2026,S3,us-east-1,31,0,0
6/7/2026,S3,eu-west-1,43,0,0
6/8/2026,EC2,ap-south-1,117,5,51
6/8/2026,EC2,us-east-1,193,4,60
6/8/2026,EC2,eu-west-1,155,7,67
6/8/2026,RDS,ap-south-1,199,1,37
6/8/2026,RDS,us-east-1,148,2,52
6/8/2026,RDS,eu-west-1,124,4,69
6/8/2026,S3,ap-south-1,31,0,0
6/8/2026,S3,us-east-1,20,0,0
6/8/2026,S3,eu-west-1,33,0,0
6/9/2026,EC2,ap-south-1,102,7,58
6/9/2026,EC2,us-east-1,191,9,50
6/9/2026,EC2,eu-west-1,133,4,33
6/9/2026,RDS,ap-south-1,104,1,68
6/9/2026,RDS,us-east-1,170,4,19
6/9/2026,RDS,eu-west-1,76,4,24
6/9/2026,S3,ap-south-1,49,0,0
6/9/2026,S3,us-east-1,10,0,0
6/9/2026,S3,eu-west-1,45,0,0
6/10/2026,EC2,ap-south-1,80,7,33
6/10/2026,EC2,us-east-1,175,7,21
6/10/2026,EC2,eu-west-1,100,10,64
6/10/2026,RDS,ap-south-1,150,2,36
6/10/2026,RDS,us-east-1,116,1,32
6/10/2026,RDS,eu-west-1,171,1,52
6/10/2026,S3,ap-south-1,43,0,0
6/10/2026,S3,us-east-1,29,0,0
6/10/2026,S3,eu-west-1,13,0,0
6/11/2026,EC2,ap-south-1,184,3,58
6/11/2026,EC2,us-east-1,152,5,70
6/11/2026,EC2,eu-west-1,103,5,31
6/11/2026,RDS,ap-south-1,119,3,57
6/11/2026,RDS,us-east-1,139,3,64
6/11/2026,RDS,eu-west-1,124,4,54
6/11/2026,S3,ap-south-1,36,0,0
6/11/2026,S3,us-east-1,31,0,0
6/11/2026,S3,eu-west-1,40,0,0
6/12/2026,EC2,ap-south-1,129,6,85
6/12/2026,EC2,us-east-1,535,7,85
6/12/2026,EC2,eu-west-1,131,10,64
6/12/2026,RDS,ap-south-1,140,3,35
6/12/2026,RDS,us-east-1,97,5,33
6/12/2026,RDS,eu-west-1,152,5,47
6/12/2026,S3,ap-south-1,47,0,0
6/12/2026,S3,us-east-1,45,0,0
6/12/2026,S3,eu-west-1,44,0,0
6/13/2026,EC2,ap-south-1,148,8,50
6/13/2026,EC2,us-east-1,101,2,83
6/13/2026,EC2,eu-west-1,144,6,63
6/13/2026,RDS,ap-south-1,162,2,35
6/13/2026,RDS,us-east-1,140,4,24
6/13/2026,RDS,eu-west-1,128,2,44
6/13/2026,S3,ap-south-1,43,0,0
6/13/2026,S3,us-east-1,27,0,0
6/13/2026,S3,eu-west-1,15,0,0
6/14/2026,EC2,ap-south-1,111,6,68
6/14/2026,EC2,us-east-1,135,6,78
6/14/2026,EC2,eu-west-1,113,10,66
6/14/2026,RDS,ap-south-1,100,5,37
6/14/2026,RDS,us-east-1,183,5,64
6/14/2026,RDS,eu-west-1,140,2,55
6/14/2026,S3,ap-south-1,18,0,0
6/14/2026,S3,us-east-1,41,0,0
6/14/2026,S3,eu-west-1,40,0,0
6/15/2026,EC2,ap-south-1,117,6,83
6/15/2026,EC2,us-east-1,97,3,70
6/15/2026,EC2,eu-west-1,97,2,59
6/15/2026,RDS,ap-south-1,105,5,27
6/15/2026,RDS,us-east-1,156,4,51
6/15/2026,RDS,eu-west-1,96,4,21
6/15/2026,S3,ap-south-1,45,0,0
6/15/2026,S3,us-east-1,23,0,0
6/15/2026,S3,eu-west-1,43,0,0
6/16/2026,EC2,ap-south-1,178,8,48
6/16/2026,EC2,us-east-1,200,6,56
6/16/2026,EC2,eu-west-1,136,9,25
6/16/2026,RDS,ap-south-1,117,1,17
6/16/2026,RDS,us-east-1,101,4,51
6/16/2026,RDS,eu-west-1,182,3,43
6/16/2026,S3,ap-south-1,33,0,0
6/16/2026,S3,us-east-1,13,0,0
6/16/2026,S3,eu-west-1,34,0,0
6/17/2026,EC2,ap-south-1,179,7,69
6/17/2026,EC2,us-east-1,641,9,73
6/17/2026,EC2,eu-west-1,572,2,74
6/17/2026,RDS,ap-south-1,179,3,23
6/17/2026,RDS,us-east-1,191,4,47
6/17/2026,RDS,eu-west-1,101,1,61
6/17/2026,S3,ap-south-1,24,0,0
6/17/2026,S3,us-east-1,36,0,0
6/17/2026,S3,eu-west-1,40,0,0
6/18/2026,EC2,ap-south-1,176,2,31
6/18/2026,EC2,us-east-1,163,5,62
6/18/2026,EC2,eu-west-1,197,4,81
6/18/2026,RDS,ap-south-1,61,2,53
6/18/2026,RDS,us-east-1,187,5,19
6/18/2026,RDS,eu-west-1,150,1,27
6/18/2026,S3,ap-south-1,44,0,0
6/18/2026,S3,us-east-1,47,0,0
6/18/2026,S3,eu-west-1,16,0,0
6/19/2026,EC2,ap-south-1,122,5,43
6/19/2026,EC2,us-east-1,179,8,34
6/19/2026,EC2,eu-west-1,129,3,76
6/19/2026,RDS,ap-south-1,119,1,38
6/19/2026,RDS,us-east-1,79,1,22
6/19/2026,RDS,eu-west-1,120,5,31
6/19/2026,S3,ap-south-1,27,0,0
6/19/2026,S3,us-east-1,45,0,0
6/19/2026,S3,eu-west-1,30,0,0
6/20/2026,EC2,ap-south-1,143,3,28
6/20/2026,EC2,us-east-1,82,10,55
6/20/2026,EC2,eu-west-1,81,2,39
6/20/2026,RDS,ap-south-1,162,5,52
6/20/2026,RDS,us-east-1,91,1,66
6/20/2026,RDS,eu-west-1,170,1,68
6/20/2026,S3,ap-south-1,31,0,0
6/20/2026,S3,us-east-1,29,0,0
6/20/2026,S3,eu-west-1,45,0,0
6/21/2026,EC2,ap-south-1,99,7,57
6/21/2026,EC2,us-east-1,147,4,24
6/21/2026,EC2,eu-west-1,97,3,82
6/21/2026,RDS,ap-south-1,86,5,56
6/21/2026,RDS,us-east-1,136,4,38
6/21/2026,RDS,eu-west-1,157,1,45
6/21/2026,S3,ap-south-1,20,0,0
6/21/2026,S3,us-east-1,41,0,0
6/21/2026,S3,eu-west-1,40,0,0
6/22/2026,EC2,ap-south-1,93,5,40
6/22/2026,EC2,us-east-1,105,10,69
6/22/2026,EC2,eu-west-1,471,9,84
6/22/2026,RDS,ap-south-1,154,1,40
6/22/2026,RDS,us-east-1,103,5,29
6/22/2026,RDS,eu-west-1,189,5,36
6/22/2026,S3,ap-south-1,28,0,0
6/22/2026,S3,us-east-1,37,0,0
6/22/2026,S3,eu-west-1,43,0,0
6/23/2026,EC2,ap-south-1,81,7,72
6/23/2026,EC2,us-east-1,89,8,76
6/23/2026,EC2,eu-west-1,105,5,31
6/23/2026,RDS,ap-south-1,61,1,48
6/23/2026,RDS,us-east-1,102,5,39
6/23/2026,RDS,eu-west-1,183,1,29
6/23/2026,S3,ap-south-1,28,0,0
6/23/2026,S3,us-east-1,14,0,0
6/23/2026,S3,eu-west-1,27,0,0
6/24/2026,EC2,ap-south-1,111,2,61
6/24/2026,EC2,us-east-1,486,10,80
6/24/2026,EC2,eu-west-1,183,9,36
6/24/2026,RDS,ap-south-1,103,1,28
6/24/2026,RDS,us-east-1,124,1,25
6/24/2026,RDS,eu-west-1,161,1,54
6/24/2026,S3,ap-south-1,22,0,0
6/24/2026,S3,us-east-1,32,0,0
6/24/2026,S3,eu-west-1,19,0,0
6/25/2026,EC2,ap-south-1,149,4,41
6/25/2026,EC2,us-east-1,180,2,28
6/25/2026,EC2,eu-west-1,163,2,51
6/25/2026,RDS,ap-south-1,128,4,63
6/25/2026,RDS,us-east-1,197,5,57
6/25/2026,RDS,eu-west-1,158,4,29
6/25/2026,S3,ap-south-1,41,0,0
6/25/2026,S3,us-east-1,31,0,0
6/25/2026,S3,eu-west-1,26,0,0
6/26/2026,EC2,ap-south-1,479,6,82
6/26/2026,EC2,us-east-1,181,6,75
6/26/2026,EC2,eu-west-1,109,4,69
6/26/2026,RDS,ap-south-1,78,4,26
6/26/2026,RDS,us-east-1,189,4,43
6/26/2026,RDS,eu-west-1,82,4,39
6/26/2026,S3,ap-south-1,11,0,0
6/26/2026,S3,us-east-1,25,0,0
6/26/2026,S3,eu-west-1,15,0,0
6/27/2026,EC2,ap-south-1,144,3,63
6/27/2026,EC2,us-east-1,103,4,63
6/27/2026,EC2,eu-west-1,172,3,25
6/27/2026,RDS,ap-south-1,200,3,17
6/27/2026,RDS,us-east-1,66,3,43
6/27/2026,RDS,eu-west-1,194,2,67
6/27/2026,S3,ap-south-1,42,0,0
6/27/2026,S3,us-east-1,28,0,0
6/27/2026,S3,eu-west-1,33,0,0
6/28/2026,EC2,ap-south-1,102,2,54
6/28/2026,EC2,us-east-1,590,5,69
6/28/2026,EC2,eu-west-1,179,9,42
6/28/2026,RDS,ap-south-1,131,2,16
6/28/2026,RDS,us-east-1,132,5,49
6/28/2026,RDS,eu-west-1,73,4,25
6/28/2026,S3,ap-south-1,40,0,0
6/28/2026,S3,us-east-1,10,0,0
6/28/2026,S3,eu-west-1,15,0,0
6/29/2026,EC2,ap-south-1,184,8,35
6/29/2026,EC2,us-east-1,145,3,54
6/29/2026,EC2,eu-west-1,620,5,84
6/29/2026,RDS,ap-south-1,105,1,51
6/29/2026,RDS,us-east-1,160,2,37
6/29/2026,RDS,eu-west-1,143,2,53
6/29/2026,S3,ap-south-1,49,0,0
6/29/2026,S3,us-east-1,44,0,0
6/29/2026,S3,eu-west-1,26,0,0
6/30/2026,EC2,ap-south-1,105,2,21
6/30/2026,EC2,us-east-1,120,5,67
6/30/2026,EC2,eu-west-1,151,5,37
6/30/2026,RDS,ap-south-1,112,3,55
6/30/2026,RDS,us-east-1,100,1,40
6/30/2026,RDS,eu-west-1,131,1,68
6/30/2026,S3,ap-south-1,20,0,0
6/30/2026,S3,us-east-1,33,0,0
6/30/2026,S3,eu-west-1,32,0,0
7/1/2026,EC2,ap-south-1,195,7,64
7/1/2026,EC2,us-east-1,494,4,20
7/1/2026,EC2,eu-west-1,137,7,69
7/1/2026,RDS,ap-south-1,115,1,63
7/1/2026,RDS,us-east-1,71,2,40
7/1/2026,RDS,eu-west-1,78,5,32
7/1/2026,S3,ap-south-1,38,0,0
7/1/2026,S3,us-east-1,27,0,0
7/1/2026,S3,eu-west-1,48,0,0
7/2/2026,EC2,ap-south-1,80,5,48
7/2/2026,EC2,us-east-1,189,7,66
7/2/2026,EC2,eu-west-1,82,8,23
7/2/2026,RDS,ap-south-1,176,3,18
7/2/2026,RDS,us-east-1,177,2,41
7/2/2026,RDS,eu-west-1,189,2,54
7/2/2026,S3,ap-south-1,25,0,0
7/2/2026,S3,us-east-1,15,0,0
7/2/2026,S3,eu-west-1,32,0,0
7/3/2026,EC2,ap-south-1,110,5,41
7/3/2026,EC2,us-east-1,126,4,54
7/3/2026,EC2,eu-west-1,147,7,53
7/3/2026,RDS,ap-south-1,200,4,46
7/3/2026,RDS,us-east-1,142,1,31
7/3/2026,RDS,eu-west-1,92,1,63
7/3/2026,S3,ap-south-1,46,0,0
7/3/2026,S3,us-east-1,12,0,0
7/3/2026,S3,eu-west-1,41,0,0
7/4/2026,EC2,ap-south-1,168,10,39
7/4/2026,EC2,us-east-1,103,6,21
7/4/2026,EC2,eu-west-1,424,8,49
7/4/2026,RDS,ap-south-1,60,5,48
7/4/2026,RDS,us-east-1,197,4,17
7/4/2026,RDS,eu-west-1,168,3,24
7/4/2026,S3,ap-south-1,12,0,0
7/4/2026,S3,us-east-1,10,0,0
7/4/2026,S3,eu-west-1,29,0,0
7/5/2026,EC2,ap-south-1,174,4,66
7/5/2026,EC2,us-east-1,638,8,31
7/5/2026,EC2,eu-west-1,188,10,26
